['2023-08-10 02:00:35', '***** BK Solution Work Logger Start *****']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_CheckSensorDistance->handle: True']
['2023-08-10 02:09:00', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:00', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:00', 'imagesave_thread./ImageSave_2023-08-10/20230810_020900.png Saved']
['2023-08-10 02:09:00', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:00', 'imagesave_thread./ImageSave_2023-08-10/20230810_020900.png Saved']
['2023-08-10 02:09:01', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:01', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:01', 'imagesave_thread./ImageSave_2023-08-10/20230810_020901.png Saved']
['2023-08-10 02:09:01', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:01', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:01', 'imagesave_thread./ImageSave_2023-08-10/20230810_020901.png Saved']
['2023-08-10 02:09:01', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:01', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:01', 'imagesave_thread./ImageSave_2023-08-10/20230810_020901.png Saved']
['2023-08-10 02:09:01', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:01', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:01', 'imagesave_thread./ImageSave_2023-08-10/20230810_020901.png Saved']
['2023-08-10 02:09:01', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:01', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:01', 'imagesave_thread./ImageSave_2023-08-10/20230810_020901.png Saved']
['2023-08-10 02:09:01', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:01', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:01', 'imagesave_thread./ImageSave_2023-08-10/20230810_020901.png Saved']
['2023-08-10 02:09:01', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:01', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:01', 'imagesave_thread./ImageSave_2023-08-10/20230810_020901.png Saved']
['2023-08-10 02:09:01', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:01', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:01', 'imagesave_thread./ImageSave_2023-08-10/20230810_020901.png Saved']
['2023-08-10 02:09:01', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:01', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:01', 'imagesave_thread./ImageSave_2023-08-10/20230810_020901.png Saved']
['2023-08-10 02:09:01', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:01', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:01', 'imagesave_thread./ImageSave_2023-08-10/20230810_020901.png Saved']
['2023-08-10 02:09:02', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:02', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:02', 'imagesave_thread./ImageSave_2023-08-10/20230810_020902.png Saved']
['2023-08-10 02:09:02', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:02', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:02', 'imagesave_thread./ImageSave_2023-08-10/20230810_020902.png Saved']
['2023-08-10 02:09:02', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:02', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:02', 'imagesave_thread./ImageSave_2023-08-10/20230810_020902.png Saved']
['2023-08-10 02:09:02', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:02', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:02', 'imagesave_thread./ImageSave_2023-08-10/20230810_020902.png Saved']
['2023-08-10 02:09:02', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:02', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:02', 'imagesave_thread./ImageSave_2023-08-10/20230810_020902.png Saved']
['2023-08-10 02:09:02', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:02', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:02', 'imagesave_thread./ImageSave_2023-08-10/20230810_020902.png Saved']
['2023-08-10 02:09:02', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:02', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:02', 'imagesave_thread./ImageSave_2023-08-10/20230810_020902.png Saved']
['2023-08-10 02:09:02', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:02', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:02', 'imagesave_thread./ImageSave_2023-08-10/20230810_020902.png Saved']
['2023-08-10 02:09:02', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:02', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:02', 'imagesave_thread./ImageSave_2023-08-10/20230810_020902.png Saved']
['2023-08-10 02:09:02', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:02', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:02', 'imagesave_thread./ImageSave_2023-08-10/20230810_020902.png Saved']
['2023-08-10 02:09:03', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:03', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:03', 'imagesave_thread./ImageSave_2023-08-10/20230810_020903.png Saved']
['2023-08-10 02:09:03', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:03', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:03', 'imagesave_thread./ImageSave_2023-08-10/20230810_020903.png Saved']
['2023-08-10 02:09:03', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:03', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:03', 'imagesave_thread./ImageSave_2023-08-10/20230810_020903.png Saved']
['2023-08-10 02:09:03', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:03', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:03', 'imagesave_thread./ImageSave_2023-08-10/20230810_020903.png Saved']
['2023-08-10 02:09:03', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:03', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:03', 'imagesave_thread./ImageSave_2023-08-10/20230810_020903.png Saved']
['2023-08-10 02:09:03', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:03', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:03', 'imagesave_thread./ImageSave_2023-08-10/20230810_020903.png Saved']
['2023-08-10 02:09:03', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:03', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:03', 'imagesave_thread./ImageSave_2023-08-10/20230810_020903.png Saved']
['2023-08-10 02:09:03', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:03', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:03', 'imagesave_thread./ImageSave_2023-08-10/20230810_020903.png Saved']
['2023-08-10 02:09:03', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:03', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:03', 'imagesave_thread./ImageSave_2023-08-10/20230810_020903.png Saved']
['2023-08-10 02:09:03', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:03', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:03', 'imagesave_thread./ImageSave_2023-08-10/20230810_020903.png Saved']
['2023-08-10 02:09:04', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:04', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:04', 'imagesave_thread./ImageSave_2023-08-10/20230810_020904.png Saved']
['2023-08-10 02:09:04', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:04', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:04', 'imagesave_thread./ImageSave_2023-08-10/20230810_020904.png Saved']
['2023-08-10 02:09:04', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:04', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:04', 'imagesave_thread./ImageSave_2023-08-10/20230810_020904.png Saved']
['2023-08-10 02:09:04', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:04', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:04', 'imagesave_thread./ImageSave_2023-08-10/20230810_020904.png Saved']
['2023-08-10 02:09:04', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:04', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:04', 'imagesave_thread./ImageSave_2023-08-10/20230810_020904.png Saved']
['2023-08-10 02:09:04', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:04', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:04', 'imagesave_thread./ImageSave_2023-08-10/20230810_020904.png Saved']
['2023-08-10 02:09:04', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:04', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:04', 'imagesave_thread./ImageSave_2023-08-10/20230810_020904.png Saved']
['2023-08-10 02:09:04', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:04', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:04', 'imagesave_thread./ImageSave_2023-08-10/20230810_020904.png Saved']
['2023-08-10 02:09:04', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:04', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:04', 'imagesave_thread./ImageSave_2023-08-10/20230810_020904.png Saved']
['2023-08-10 02:09:04', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:04', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:04', 'imagesave_thread./ImageSave_2023-08-10/20230810_020904.png Saved']
['2023-08-10 02:09:05', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:05', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:05', 'imagesave_thread./ImageSave_2023-08-10/20230810_020905.png Saved']
['2023-08-10 02:09:05', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:05', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:05', 'imagesave_thread./ImageSave_2023-08-10/20230810_020905.png Saved']
['2023-08-10 02:09:05', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:05', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:05', 'imagesave_thread./ImageSave_2023-08-10/20230810_020905.png Saved']
['2023-08-10 02:09:05', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:05', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:05', 'imagesave_thread./ImageSave_2023-08-10/20230810_020905.png Saved']
['2023-08-10 02:09:05', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:05', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:05', 'imagesave_thread./ImageSave_2023-08-10/20230810_020905.png Saved']
['2023-08-10 02:09:05', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:05', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:05', 'imagesave_thread./ImageSave_2023-08-10/20230810_020905.png Saved']
['2023-08-10 02:09:05', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:05', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:05', 'imagesave_thread./ImageSave_2023-08-10/20230810_020905.png Saved']
['2023-08-10 02:09:05', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:05', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:05', 'imagesave_thread./ImageSave_2023-08-10/20230810_020905.png Saved']
['2023-08-10 02:09:05', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:05', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:05', 'imagesave_thread./ImageSave_2023-08-10/20230810_020905.png Saved']
['2023-08-10 02:09:05', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:05', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:05', 'imagesave_thread./ImageSave_2023-08-10/20230810_020905.png Saved']
['2023-08-10 02:09:06', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:06', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:06', 'imagesave_thread./ImageSave_2023-08-10/20230810_020906.png Saved']
['2023-08-10 02:09:06', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:06', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:06', 'imagesave_thread./ImageSave_2023-08-10/20230810_020906.png Saved']
['2023-08-10 02:09:06', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:06', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:06', 'imagesave_thread./ImageSave_2023-08-10/20230810_020906.png Saved']
['2023-08-10 02:09:06', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:06', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:06', 'imagesave_thread./ImageSave_2023-08-10/20230810_020906.png Saved']
['2023-08-10 02:09:06', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:06', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:06', 'imagesave_thread./ImageSave_2023-08-10/20230810_020906.png Saved']
['2023-08-10 02:09:06', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:06', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:06', 'imagesave_thread./ImageSave_2023-08-10/20230810_020906.png Saved']
['2023-08-10 02:09:06', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:06', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:06', 'imagesave_thread./ImageSave_2023-08-10/20230810_020906.png Saved']
['2023-08-10 02:09:06', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:06', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:06', 'imagesave_thread./ImageSave_2023-08-10/20230810_020906.png Saved']
['2023-08-10 02:09:06', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:06', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:06', 'imagesave_thread./ImageSave_2023-08-10/20230810_020906.png Saved']
['2023-08-10 02:09:06', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:06', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:06', 'imagesave_thread./ImageSave_2023-08-10/20230810_020906.png Saved']
['2023-08-10 02:09:07', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:07', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:07', 'imagesave_thread./ImageSave_2023-08-10/20230810_020907.png Saved']
['2023-08-10 02:09:07', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:07', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:07', 'imagesave_thread./ImageSave_2023-08-10/20230810_020907.png Saved']
['2023-08-10 02:09:07', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:07', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:07', 'imagesave_thread./ImageSave_2023-08-10/20230810_020907.png Saved']
['2023-08-10 02:09:07', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:07', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:07', 'imagesave_thread./ImageSave_2023-08-10/20230810_020907.png Saved']
['2023-08-10 02:09:07', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:07', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:07', 'imagesave_thread./ImageSave_2023-08-10/20230810_020907.png Saved']
['2023-08-10 02:09:07', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:07', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:07', 'imagesave_thread./ImageSave_2023-08-10/20230810_020907.png Saved']
['2023-08-10 02:09:07', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:07', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:07', 'imagesave_thread./ImageSave_2023-08-10/20230810_020907.png Saved']
['2023-08-10 02:09:07', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:07', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:07', 'imagesave_thread./ImageSave_2023-08-10/20230810_020907.png Saved']
['2023-08-10 02:09:07', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:07', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:07', 'imagesave_thread./ImageSave_2023-08-10/20230810_020907.png Saved']
['2023-08-10 02:09:07', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:07', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:07', 'imagesave_thread./ImageSave_2023-08-10/20230810_020907.png Saved']
['2023-08-10 02:09:08', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:08', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:08', 'imagesave_thread./ImageSave_2023-08-10/20230810_020908.png Saved']
['2023-08-10 02:09:08', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:08', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:08', 'imagesave_thread./ImageSave_2023-08-10/20230810_020908.png Saved']
['2023-08-10 02:09:08', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:08', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:08', 'imagesave_thread./ImageSave_2023-08-10/20230810_020908.png Saved']
['2023-08-10 02:09:08', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:08', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:08', 'imagesave_thread./ImageSave_2023-08-10/20230810_020908.png Saved']
['2023-08-10 02:09:08', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:08', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:08', 'imagesave_thread./ImageSave_2023-08-10/20230810_020908.png Saved']
['2023-08-10 02:09:08', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:08', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:08', 'imagesave_thread./ImageSave_2023-08-10/20230810_020908.png Saved']
['2023-08-10 02:09:08', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:08', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:08', 'imagesave_thread./ImageSave_2023-08-10/20230810_020908.png Saved']
['2023-08-10 02:09:08', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:08', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:08', 'imagesave_thread./ImageSave_2023-08-10/20230810_020908.png Saved']
['2023-08-10 02:09:08', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:08', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:08', 'imagesave_thread./ImageSave_2023-08-10/20230810_020908.png Saved']
['2023-08-10 02:09:08', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:08', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:08', 'imagesave_thread./ImageSave_2023-08-10/20230810_020908.png Saved']
['2023-08-10 02:09:09', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:09', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:09', 'imagesave_thread./ImageSave_2023-08-10/20230810_020909.png Saved']
['2023-08-10 02:09:09', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:09', 'Job_AskGrabImage->handle']
